						
	NPC	Join				
13	Lehrer	300		Gibt 10 Prozent Bonus auf alle Erfahrungspunkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Euch helfen, zu deuten und zu verstehen, was Ihr auf Euren Reisen seht. Ich denke, dadurch kann ich Eure Erfahrung insgesamt erhöhen. Ich verlange 300 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden, wenn ich Euch zu Diensten sein soll.	Ohne mich an Eurer Seite werdet Ihr deutlich langsamer lernen. Schickt mich besser nicht weg!
14	Ausbilder	700		Gibt 15 Prozent Bonus auf alle Erfahrungspunkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Euch helfen, zu deuten und zu verstehen, was Ihr auf Euren Reisen seht. Ich denke, dadurch kann ich Eure Erfahrung insgesamt erhöhen. Ich verlange 700 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden, wenn ich Euch zu Diensten sein soll.	Ohne mich an Eurer Seite werdet Ihr deutlich langsamer lernen. Schickt mich besser nicht weg!
15	Fechtmeister	400		"Erhöht die Fähigkeit ""Waffenmeister"" aller Charaktere um 3 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Jedermann braucht gute Ratschläge, aber meine Ratschläge über das Waffenhandwerk gehören zu den besten. Während eines Kampfes wird meine Fähigkeit Eure Kampfstärke deutlich verbessern. Meine Hilfe kostet aber 400 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr wollt die Vorzüge meiner Ratschläge auf solche Art und Weise aufgeben? Was für eine Schande.
16	Waffenmeister	600		"Erhöht die Fähigkeit ""Waffenmeister"" aller Charaktere um 5 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Jedermann braucht gute Ratschläge, aber meine Ratschläge über das Waffenhandwerk gehören zu den besten. Während eines Kampfes wird meine Fähigkeit Eure Kampfstärke deutlich verbessern. Meine Hilfe kostet aber 600 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr wollt die Vorzüge meiner Ratschläge auf solche Art und Weise aufgeben? Was für eine Schande.
17	Lehrling	500		Erhöht die Elementarmagie (Luft, Erde, Feuer, Wasser) aller Charaktere um 2 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Euch ein wenig Magie zur Verfügung stellen, um Eure elementaren Kräfte zu verstärken. Dafür verlange ich aber 500 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Wieso werft Ihr die grenzenlosen Mächte der Magie weg, wo ich sie doch so billig in Eurer Nähe zu halten vermochte?
18	Mystiker	1000		Erhöht die Elementarmagie (Luft, Erde, Feuer, Wasser) aller Charaktere um 3 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Euch beachtliche Magie zur Verfügung stellen, um Eure elementaren Kräfte zu verstärken. Dafür verlange ich aber 1000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Wieso werft Ihr die grenzenlosen Mächte der Magie weg, wo ich sie doch so billig in Eurer Nähe zu halten vermochte?
19	Zaubermeister	2000		Erhöht die Elementarmagie (Luft, Erde, Feuer, Wasser) aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Euch mächtige Magie zur Verfügung stellen, um Eure elementaren Kräfte zu verstärken. Dafür verlange ich aber 2000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Wieso werft Ihr die grenzenlosen Mächte der Magie weg, wo ich sie doch so billig in Eurer Nähe zu halten vermochte?
20	Händler	100		"Erhöht die Fähigkeit ""Feilschen"" aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Manchmal fehlt den Leuten das Geschick, zu Ihrem Vorteil zu verhandeln. Ich wäre glücklich, Euch beratend zur Seite zu stehen, wenn Ihr mit den Händlern um günstigere Preise feilscht. Dafür verlange ich lediglich 100 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Mich feuern? Soll das ein Witz sein? Ohne mich werdet Ihr einiges an Gold verlieren!
21	Kaufmann	200		"Erhöht die Fähigkeit ""Feilschen"" aller Charaktere um 6 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Als langjähriges Mitglied der Kaufmannsgilde und ehemaliger Teppichhändler kenne ich alle Gepflogenheiten des Handels genau. Ich kann Euch beratend zur Seite stehen und Euch zu erheblich günstigeren Preisen verhelfen. Als Lohn verlange ich 200 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Mich feuern? Soll das ein Witz sein? Ohne mich werdet Ihr einiges an Gold verlieren!
22	Späher	300		"Erhöht die Fähigkeit ""6.Sinn"" aller Charaktere um 6 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich habe scharfe Augen und eine laute Stimme. Ich kann Euch vor Gefahren warnen, bevor diese Euch ereilen. Das könnte Euer Leben retten ... Für meine Dienste verlange ich 300 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Wer soll Euch nun vor Gefahren warnen? Ihr macht einen schweren Fehler!
23	Kräuterkundiger	400		"Erhöht die Fähigkeit ""Alchimie"" aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Im Verlauf meiner Studien habe ich großes Wissen über Kräuter, Reagenzien und Katalysatoren erlangt. Ich versichere Euch, daß ich bei der Herstellung diverser Mixturen sehr hilfreich sein kann. Ich verlange 400 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Nach allem, was ich für Euch getan habe, schickt Ihr mich so einfach weg?
24	Apotheker	600		"Erhöht die Fähigkeit ""Alchimie"" aller Charaktere um 8 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich habe mein Leben dem Studium und der Meisterschaft der Alchimie gewidmet. Ich kann Euch helfen Tränke zu brauen und sie in Ihrer Wirkung verstärken. Wenn Ihr mich mitnehmen wollt, verlange ich 600 Goldstücke sofort und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Nach allem, was ich für Euch getan habe, schickt Ihr mich so einfach weg?
25	Schlosser	200		"Erhöht die Fähigkeit ""Entschärfen"" aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich verstehe mich gut auf Werkzeuge. Insbesondere kenne ich mich mit Schlössern aus. Ich kann Euch helfen, Schlösser zu knacken, wenn Ihr mich einstellen wollt. Dafür verlange ich 200 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr werdet es bei der nächsten Falle, die in Euren Händen losgeht, bereuen, daß ich nicht in der Nähe war!
26	Feinschmied	300		"Erhöht die Fähigkeit ""Entschärfen"" aller Charaktere um 6 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Das Schlosserhandwerk ist nicht einfach zu erlernen und Ihr braucht einen Fachmann, der Euch mit den schwierigsten Schlössern hilft. Für meine Hilfe verlange ich 300 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr werdet es bei der nächsten Falle, die in Euren Händen losgeht, bereuen, daß ich nicht in der Nähe war!
27	Narr	100		"Erhöht das Attribut ""Glück"" aller Charaktere um 20 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Das Glück ist mit den Trunkenen, den Kindern und den Narren. Nun, ich bin ein Narr! Nehmt mich mit und teilt mein Glück! Bei meinem Glück gebt Ihr mir bestimmt 100 Goldstücke und %17 Prozent allen Goldes, was wir finden.	Es war lustig mit Euch! Bis dann!
28	Schornsteinfeger	200		"Erhöht das Attribut ""Glück"" aller Charaktere um 40 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Die Leute sagen, Schornsteinfeger seien glücklich. Davon weiß ich leider nichts, das Reinigen von Schornsteinen ist harte Arbeit. Aber wenn Ihr wollt, könnt Ihr mich für 200 Goldstücke anheuern und ich verlange später %17 Prozent allen Goldes, das wir finden. Vielleicht bringe ich Euch ja Glück...	Es war lustig mit Euch! Bis dann!
29	Gepäckträger	100	Tasche öffnen	Erhöht die Tragekapazität. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Wenn Ihr jemand braucht, der schwere Sachen für euer Wohlbefinden trägt, wie Zelte oder Ersatzwaffen, so nehmt mich mit, ich bin Euer Mann! Für solch schwere Arbeit verlange ich aber 100 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Oh, bitte entlaßt mich nicht, ich werde auch noch härter arbeiten!
30	Quartiermeister	200	Linke Tasche öffnen	Erhöht die Tragekapazität erheblich. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Für 200 Goldstücke zu Beginn und einem Anteil von %17 Prozent allen Goldes, das wir aufsammeln können, werde ich Eure Taschen neu packen und alles tragen, was nicht hineinpasst. Ich denke, ich bin mein Geld wert.	Oh, bitte entlaßt mich nicht, ich werde auch noch härter arbeiten!
31	Münzer	500		Gibt 10 Prozent Bonus auf alles gefundene Gold. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann für Euch den Goldgehalt und die Seltenheit von Münzen bestimmen, auch kann ich Eure finanziellen Dinge effizient regeln. Normalerweise bedeutet dies einen Gewinn für meine Klienten von 5 Prozent! Für meine Dienste verlange ich aber 500 Goldstücke und einen Anteil von %17 Prozent all des feinen Goldes, das wir finden werden.	Ohne mich wird Euch einiges an Gold entgehen. Denkt an meine Worte!
32	Verwalter	1000		Gibt 20 Prozent Bonus auf alles gefundene Gold. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann für Euch den Goldgehalt und die Seltenheit von Münzen bestimmen, auch kann ich Eure finanziellen Dinge effizient regeln. Normalerweise bedeutet dies einen Gewinn für meine Klienten von 10 Prozent! Für meine Dienste verlange ich aber 1000 Goldstücke und einen Anteil von %17 Prozent all des feinen Goldes, das wir finden werden.	Ohne mich wird Euch einiges an Gold entgehen. Denkt an meine Worte!
33	Koch	300	Tagesgericht	Erhöht die Charakterwerte nach dem Rasten. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Hat es Euch jemals nach einem eigenen Koch verlangt? Für günstige 300 Goldstücke und einem Anteil von %17 Prozent allen Goldes, das wir finden, werde ich Euch begleiten. Ich habe immer besondere Leckereien dabei und bereite für Euch und für mich selbst das Essen zu. Ihr werdet meine Kochkunst schätzen lernen!	Zurück zu trocken Brot und Wasser, ja? Wie Ihr meint...
34	Chefkoch	400	Tagesgericht	Erhöht die Charakterwerte nach dem Rasten erheblich. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich habe an den feinsten Schulen Erathias meine Kochkunst erlernt und verbessert. Ich werde für Euch die allerfeinsten Gerichte bereiten! Für 400 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden, werde ich Euch begleiten.	Zurück zu trocken Brot und Wasser, ja? Wie Ihr meint...
35	Reiter	100	frischer Wind	Reisen zu Pferd sind 2 Tage kürzer (dauern mindestens 1 Tag) und erhöht die Reitgeschwindigkeit. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Wie ich sehe, versteht Ihr nicht vieI vom Umgang mit Pferden. Ich kann Euch zeigen, wie man richtig im Sattel sitzt und wie man das letzte aus den Tieren herausholt. Wenn Ihr Euch Pferde aus einem Stall leiht, werde ich mich um sie kümmern. Auch sind wir mit meiner Hilfe wesentlich schneller am Ziel der Reise. Ich verlange aber 100 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Schade, ich bin gerne mit Euch geritten! Aber Ihr braucht mich wohl nicht mehr...
36	Barde	1000		Verbessert Ihren Ruf in der Region, wenn Sie Monster töten. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich bin ein talentierter Musiker und Dichter, und heroische Epen sind meine Spezialität. Wenn ich bei Ihnen bin, werde ich Ihre ruhmreichen Taten miterleben und sie in Lieder verwandeln, die Sie sicherlich beim Volk beliebt machen werden. Wenn Ihr mir 1000 Goldstücke und später einen Anteil von %17 Prozent allen glücklich erbeuteten Goldes gebt, dürft Ihr mich begleiten.	Ich dachte, wir hätten eine Abmachung! Ihr wollt mich zur Seite schieben wie Abfall? Wie könnt Ihr es wagen?
37	Schutzmagier	1000		Erhöht die Resistenzen alle Charaktere gegen Elektro-, Magie-, Feuer-, Kälte-, Gift-, und Geistesmagie um 20 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	In Erathia wimmelt es von gefährlichen Zauberern. Sie nutzen meist die elementaren Kräfte, um mit Ihren Zaubern Schaden zu verursachen, wie Feuer und Blitze. Andere benutzen die Mächte der Körper- oder Geistesmagie. Mir ist jedoch ein arkaner Zauber bekannt, der vor solcherlei Magie zu schützen vermag. Ich kann diesen den ganzen Tag über aufrecht erhalten. Das kostet viel Kraft und daher verlange ich 1000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Keine Angst mehr vor feindlich gesinnten Magiern? Nun gut, das ist Eure Entscheidung. Aber behauptet nicht, ich hätte Euch nicht gewarnt!
38	Kartograph	200		"Erhält den Zauberspruch ""magisches Auge"" permanent auf dem Expertenrang aufrecht. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Ich bin Experte der Zauberei, insbesondere des Zaubers ""magisches Auge"". Ich kann ihn den ganzen Tag aufrecht erhalten. Dafür verlange ich 200 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden."	"Auch wenn ihr den Zauber ""magisches Auge"" selber anzuwenden versteht, so erspare ich Euch doch die magische Energie, um ihn auszusprechen! Habt Ihr das auch bedacht?"
39	Windmeister	2000	Fliegen	"Zaubert einmal pro Tag ""Fliegen"" (Dauer 2 Stunden). %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Wolltet Ihr jemals fliegen? Nehmt mich mit und ich kann einmal am Tag den mächtigen Zauber ""Fliegen"" aussprechen. Dafür verlange ich 2000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden."	Ihr verschenkt die Macht des Fliegens wegen ein paar lumpiger Goldstücke? Ich würde mir das nochmal genau überlegen!
40	Wassermeister	1000	Wasserwandeln	"Zaubert einmal pro Tag ""Wasserwandeln"" (Dauer 3 Stunden). %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Die alten Propheten beanspruchten für sich die Macht, über das Wasser zu laufen. Aber ich habe Ihr Geheimnis gelüftet. Einmal pro Tag kann ich den Zauber ""Wasserwandeln"" anwenden. Dafür gebt Ihr mir allerdings 1000 Goldstücke und %17 Prozent allen Goldes, das wir finden. Ich denke, das ist nicht zuviel!"	Ihr verschenkt die Macht des Wasserwandelns wegen ein paar lumpiger Goldstücke? Ich würde mir das nochmal genau überlegen!
41	Tormeister	2000	Stadtportal	"Zaubert einmal pro Tag ""Stadtportal"" auf dem Großmeisterrang. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Es gibt Zaubersprüche, die die magischen Merkmale Erathias verstärken. ""Stadtportal"" ist einer dieser Zauber, den ich auf dem Großmeisterrang anzuwenden gelernt habe. Ich kann ihn allerdings nur einmal pro Tag benutzen, er ist wirklich anstrengend. Ich verlange dafür 2000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden."	Ihr verschenkt die Macht der schnellen Reise zwischen den Städten wegen ein paar lumpiger Goldstücke? Ich würde mir das nochmal genau überlegen!
42	Kaplan	200	Gruppe segnen	"Zaubert einmal pro Tag ""Segnen"" (Dauer 2 Stunden) auf dem Meisterrang. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Für eine Spende von 200 Goldstücken und einen Anteil an dem Gold, das wir finden, von %17 Prozent an meinen Tempel, werde ich Euch begleiten und den Zauber ""Segnen"" einmal täglich anwenden."	Ich habe die Götter befragt und sie sind erzürnt, solltet Ihr mich entlassen. Ich dachte, Ihr solltet das wissen...
43	Flötenspieler	300	Melodie spielen	"Zaubert einmal pro Tag ""Heldentum"" (Dauer 2 Stunden) auf dem Meisterrang. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Jede Armee, die etwas auf sich hält, reist in Begleitung eines Flötenspielers, um sie zu heldenhaften Taten in der Schlacht anzufeuern. Auch kleine Gruppen wie die Eure können davon profitieren. Ich spiele gerne für Euch, allerdings verlange ich 300 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr werdet meine inspirierenden Töne noch vermissen! Sie können im Kampf einen entscheidenden Unterschied machen!
44	Kundschafter	100	frischer Wind	Alle Reisen verlaufen 1 Tag schneller (mindestens 1 Tag Reisedauer) und erhöht die Reisegeschwindigkeit. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Meine Erfahrungen können Eure Geschwindigkeit bei Reisen, ob zu Wasser oder zu Land, um gut einen Tag verkürzen. Dafür verlange ich 100 Goldstücke und einen Anteil von %17 Prozent allen Goldes, was wir finden.	Ihr haltet mich für überflüssig? Bedenkt, daß ich Euch Zeit gespart habe und Zeit ist Geld!
45	Pirat	500	frischer Wind	Alle Überseereisen gehen zwei Tage schneller (Minimum 1 Tag Reisezeit), gibt 10 Prozent Bonus auf alles gefundene Gold und Erhöht die Schwimmgeschwindigkeit. Verringert die Reputation der Gruppe bei der Einstellung. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ahoi, Landratten! Mein Leben als freiheitsliebender Seefahrer hat mich gelehrt, wie man die Meere schnell bereisen und seinen Geldbeutel stets gut gefüllt halten kann. Aber mein Glück hat mich dieser Tage verlassen, also kann ich, wenn Ihr mögt, bei Euch anheuern. Meine Heuer beträt 500 Goldstücke und ich erwarte auch einen Anteil von %17 Prozent allen Goldes, das wir erbeu... eh ... finden.	Arrr, Ihr feuert einen alten Seebären so völlig ohne Grund? Überlegt es Euch nochmal!
46	Knappe	800		Erhöht die Fähigkeiten aller Waffen und Rüstungen jedes Charakters um 3 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Jeder Krieger braucht einen Knappen, der sich um seine Rüstung und seine Waffen kümmert und ihm im Kampf zur Seite steht. Ich werde euer Knappe für 800 Goldstücke und einem Anteil von %17 Prozent allen Goldes, das wir finden.	Oh, bitte, entlaßt mich nicht, ich werde mir auch noch mehr Mühe geben!
47	Hellseher	400		"Erhöht die Fähigkeit ""6.Sinn"" um 5 Punkte und das Attribut ""Glück"" um 30 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Das Schicksal ist mein Geschäft, und ich kann das Eure bestimmt verbessern! Für 400 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden, werde ich Euch begleiten.	Ich kann Euch versichern, Ihr werdet es bereuen, mich zu entlassen!
48	Zigeuner	100	Tasche öffnen	"Erhöht die Tragekapazität und erhöht die Fähigkeit ""Feilschen"" aller Charaktere um 3 Punkte. Verringert die Reputation der Gruppe bei der Einstellung. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Mein ganzes Leben habe ich auf den Strassen verbracht und glaubt mir, wenn ich sage, daß man genau wissen muß, wie man reist und wie man feilscht. Ich kann Euch helfen, für 100 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden	Ich transportierte Eure Ausrüstung und sparte Euer Geld und DAS ist der Dank?
49	Leuchtfeuermeister	2500	Leuchtfeuer setzen	"Zaubert einmal pro Tag ""Leuchtfeuer"". %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Die Krönung der Wassermagie ist die Fähigkeit, sich augenblicklich an jeden Ort zu teleportieren, der zuvor magisch markiert wurde. Ich habe die Anwendung dieses Zaubers gemeistert und kann Ihre Gruppe einmal pro Tag an jeden beliebigen Ort teleportieren, den Sie mir nennen. Ich verlange dafür 2500 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Ihr verschenkt die Macht des Teleportierens wegen ein paar lumpiger Goldstücke? Ich würde mir das nochmal genau überlegen!
50	Betrüger	200		"Erhöht die Fähigkeit ""Feilschen"" aller Charaktere um 8 Punkte. Verringert die Reputation der Gruppe bei der Einstellung. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Vielen Leuten kann man Dinge abschwatzen, die sie normalerweise niemals hergeben würden. EIN Trick ist, so schnell zu sprechen, daß sie keine Zeit haben, darüber nachzudenken, was man eigentlich gesagt hat. Ich werde Euch begleiten und Euch diese wertvolle Fertigkeit zur Verfügung stellen. Ich verlange dafür 200 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Einen Augenblick, bitte! Wir können doch darüber reden. Ich bin sicher, daß Ihr mich nicht wirklich entlassen wollt. Wir können uns bestimmt einigen.
51	Einbrecher	2000		"Erhöht die Fähigkeiten ""Entschärfen"" und ""Stehlen"" aller Charaktere um 8 Punkte. Verringert die Reputation der Gruppe bei der Einstellung. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Probleme mit Fallen? Vielleicht wollt Ihr etwas haben, ohne das Einverständnis oder das Wissen des Besitzers? Ich habe nichts anderes getan in den 3 Jahren, seit ich aus dem Gefängnis freikam. Falls Ihr Hilfe braucht, komme ich umsonst mit Euch! Ich verlange aber einen Anteil von %17 Prozent allen Goldes, das wir finden.	Was? Ich hab doch gar nichts getan!
52	Gefallener Zauberer	2500	Stunde der Macht	"Zaubert einmal pro Tag ""Stunde der Macht"" (Dauer 6 Stunden). Verringert die Reputation der Gruppe bei der Einstellung. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	"Nur wenige Lebewesen außerhalb der Lande der Zauberer besitzen das Wissen um den Zauberspruch ""Stunde der Macht"". Ich kann ihn einmal am Tag anwenden. Dafür verlange ich 2500 Goldstücke und %17 Prozent allen Goldes, das wir finden."	Ihr wollt meine Macht wegen ein paar lumpiger Goldstücke aufgeben? Bedenkt das nochmal!
